,doi,tweets,archive,subject-area,covid,title,authors,posted
70,10.1101/2021.04.30.442084,8,bioRxiv,Genomics,False,Metagenomic investigation of the equine faecal microbiome reveals extensive taxonomic and functional diversity,"[{'given': 'Rachel', 'family': 'Gilroy', 'sequence': 'first', 'affiliation': []}, {'given': 'Joy', 'family': 'Leng', 'sequence': 'additional', 'affiliation': []}, {'given': 'Anuradha', 'family': 'Ravi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Evelien M', 'family': 'Adriaenssens', 'sequence': 'additional', 'affiliation': []}, {'given': 'Aharon', 'family': 'Oren', 'sequence': 'additional', 'affiliation': []}, {'given': 'David', 'family': 'Baker', 'sequence': 'additional', 'affiliation': []}, {'given': 'Roberto M', 'family': 'La Ragione', 'sequence': 'additional', 'affiliation': []}, {'given': 'Christopher', 'family': 'Proudman', 'sequence': 'additional', 'affiliation': []}, {'given': 'Mark J', 'family': 'Pallen', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
71,10.1101/2021.05.06.442916,8,bioRxiv,Microbiology,True,Identification of DAXX As A Restriction Factor Of SARS-CoV-2 Through A CRISPR/Cas9 Screen,"[{'given': 'Alice', 'family': 'Mac Kain', 'sequence': 'first', 'affiliation': []}, {'given': 'Ghizlane', 'family': 'Maarifi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Sophie-Marie', 'family': 'Aicher', 'sequence': 'additional', 'affiliation': []}, {'given': 'Nathalie', 'family': 'Arhel', 'sequence': 'additional', 'affiliation': []}, {'given': 'Artem', 'family': 'Baidaliuk', 'sequence': 'additional', 'affiliation': []}, {'given': 'Thomas', 'family': 'Vallet', 'sequence': 'additional', 'affiliation': []}, {'given': 'Quang Dinh', 'family': 'Tran', 'sequence': 'additional', 'affiliation': []}, {'given': 'Alexandra', 'family': 'Hardy', 'sequence': 'additional', 'affiliation': []}, {'given': 'Maxime', 'family': 'Chazal', 'sequence': 'additional', 'affiliation': []}, {'given': 'Françoise', 'family': 'Porrot', 'sequence': 'additional', 'affiliation': []}, {'given': 'Molly', 'family': 'Ohainle', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jared', 'family': 'Carlson-Stevermer', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jennifer', 'family': 'Oki', 'sequence': 'additional', 'affiliation': []}, {'given': 'Kevin', 'family': 'Holden', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-8420-7743', 'authenticated-orcid': False, 'given': 'Etienne', 'family': 'Simon-Loriere', 'sequence': 'additional', 'affiliation': []}, {'given': 'Timothée', 'family': 'Bruel', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-0729-1475', 'authenticated-orcid': False, 'given': 'Olivier', 'family': 'Schwartz', 'sequence': 'additional', 'affiliation': []}, {'given': 'Nolwenn', 'family': 'Jouvenet', 'sequence': 'additional', 'affiliation': []}, {'given': 'Sébastien', 'family': 'Nisole', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-4400-771X', 'authenticated-orcid': False, 'given': 'Marco', 'family': 'Vignuzzi', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-0702-7778', 'authenticated-orcid': False, 'given': 'Ferdinand', 'family': 'Roesch', 'sequence': 'additional', 'affiliation': []}]",2021-05-06
72,10.1101/2021.05.01.442270,8,bioRxiv,Scientific Communication and Education,False,Marginal cost of contextualizing stigma of zoonotic diseases,"[{'ORCID': 'http://orcid.org/0000-0002-0382-7770', 'authenticated-orcid': False, 'given': 'Zhiwen', 'family': 'Hu', 'sequence': 'first', 'affiliation': []}, {'given': 'Zhangqiu', 'family': 'Huang', 'sequence': 'additional', 'affiliation': []}]",2021-05-03
73,10.1101/2021.04.30.441940,7,bioRxiv,Cancer Biology,False,Signatures of copy number alterations in human cancer,"[{'ORCID': 'http://orcid.org/0000-0002-6110-0086', 'authenticated-orcid': False, 'given': 'Christopher D', 'family': 'Steele', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-0623-2243', 'authenticated-orcid': False, 'given': 'Ammal', 'family': 'Abbasi', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-5686-6474', 'authenticated-orcid': False, 'given': 'Ashiqul S M', 'family': 'Islam', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-0521-1195', 'authenticated-orcid': False, 'given': 'Azhar', 'family': 'Khandekar', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-0944-5618', 'authenticated-orcid': False, 'given': 'Kerstin', 'family': 'Haase', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-3134-9435', 'authenticated-orcid': False, 'given': 'Shadi', 'family': 'Hames', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-1635-2348', 'authenticated-orcid': False, 'given': 'Maxime', 'family': 'Tarabichi', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-2251-5884', 'authenticated-orcid': False, 'given': 'Tom', 'family': 'Lesluyes', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-2832-1303', 'authenticated-orcid': False, 'given': 'Adrienne M', 'family': 'Flanagan', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-6278-5232', 'authenticated-orcid': False, 'given': 'Fredrik', 'family': 'Mertens', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-0292-1949', 'authenticated-orcid': False, 'given': 'Peter', 'family': 'Van Loo', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-3596-4515', 'authenticated-orcid': False, 'given': 'Ludmil B', 'family': 'Alexandrov', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-0579-4105', 'authenticated-orcid': False, 'given': 'Nischalan', 'family': 'Pillay', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
74,10.1101/2021.05.02.442313,7,bioRxiv,Immunology,True,Immunoinformatics approach for a novel multi-epitope vaccine construct against spike protein of human coronaviruses,"[{'ORCID': 'http://orcid.org/0000-0003-3815-1050', 'authenticated-orcid': False, 'given': 'Avinash', 'family': 'Kumar', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-0767-473X', 'authenticated-orcid': False, 'given': 'Ekta', 'family': 'Rathi', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-5495-0819', 'authenticated-orcid': False, 'given': 'Suvarna G', 'family': 'Kini', 'sequence': 'additional', 'affiliation': []}]",2021-05-02
75,10.1101/2021.05.04.21256298,7,medRxiv,Allergy and Immunology,True,Fatal cytokine release syndrome by an aberrant FLIP/STAT3 axis,"[{'given': 'Chiara', 'family': 'Musiu', 'sequence': 'first', 'affiliation': []}, {'given': 'Simone', 'family': 'Caligola', 'sequence': 'additional', 'affiliation': []}, {'given': 'Alessandra', 'family': 'Fiore', 'sequence': 'additional', 'affiliation': []}, {'given': 'Alessia', 'family': 'Lamolinara', 'sequence': 'additional', 'affiliation': []}, {'given': 'Cristina', 'family': 'Frusteri', 'sequence': 'additional', 'affiliation': []}, {'given': 'Francesco Domenico', 'family': 'Del Pizzo', 'sequence': 'additional', 'affiliation': []}, {'given': 'Francesco', 'family': 'De Sanctis', 'sequence': 'additional', 'affiliation': []}, {'given': 'Stefania', 'family': 'Canè', 'sequence': 'additional', 'affiliation': []}, {'given': 'Annalisa', 'family': 'Adamo', 'sequence': 'additional', 'affiliation': []}, {'given': 'Francesca', 'family': 'Hofer', 'sequence': 'additional', 'affiliation': []}, {'given': 'Roza Maria', 'family': 'Barouni', 'sequence': 'additional', 'affiliation': []}, {'given': 'Andrea', 'family': 'Grilli', 'sequence': 'additional', 'affiliation': []}, {'given': 'Serena', 'family': 'Zilio', 'sequence': 'additional', 'affiliation': []}, {'given': 'Paolo', 'family': 'Serafini', 'sequence': 'additional', 'affiliation': []}, {'given': 'Evelina', 'family': 'Tacconelli', 'sequence': 'additional', 'affiliation': []}, {'given': 'Katia', 'family': 'Donadello', 'sequence': 'additional', 'affiliation': []}, {'given': 'Leonardo', 'family': 'Gottin', 'sequence': 'additional', 'affiliation': []}, {'given': 'Enrico', 'family': 'Polati', 'sequence': 'additional', 'affiliation': []}, {'given': 'Domenico', 'family': 'Girelli', 'sequence': 'additional', 'affiliation': []}, {'given': 'Ildo', 'family': 'Polidoro', 'sequence': 'additional', 'affiliation': []}, {'given': 'Piera Amelia', 'family': 'Iezzi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Domenico', 'family': 'Angelucci', 'sequence': 'additional', 'affiliation': []}, {'given': 'Andrea', 'family': 'Capece', 'sequence': 'additional', 'affiliation': []}, {'given': 'Ying', 'family': 'Chen', 'sequence': 'additional', 'affiliation': []}, {'given': 'Zheng-Li', 'family': 'Shi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Peter J.', 'family': 'Murray', 'sequence': 'additional', 'affiliation': []}, {'given': 'Marco', 'family': 'Chilosi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Ido', 'family': 'Amit', 'sequence': 'additional', 'affiliation': []}, {'given': 'Silvio', 'family': 'Bicciato', 'sequence': 'additional', 'affiliation': []}, {'given': 'Manuela', 'family': 'Iezzi', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-3741-5141', 'authenticated-orcid': False, 'given': 'Vincenzo', 'family': 'Bronte', 'sequence': 'additional', 'affiliation': []}, {'given': 'Stefano', 'family': 'Ugel', 'sequence': 'additional', 'affiliation': []}]",2021-05-04
76,10.1101/2021.04.29.441969,7,bioRxiv,Bioinformatics,False,WGDI: A user-friendly toolkit for evolutionary analyses of whole-genome duplications and ancestral karyotypes,"[{'given': 'Pengchuan', 'family': 'Sun', 'sequence': 'first', 'affiliation': []}, {'given': 'Beibei', 'family': 'Jiao', 'sequence': 'additional', 'affiliation': []}, {'given': 'Yongzhi', 'family': 'Yang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Lanxing', 'family': 'Shan', 'sequence': 'additional', 'affiliation': []}, {'given': 'Ting', 'family': 'Li', 'sequence': 'additional', 'affiliation': []}, {'given': 'Xiaonan', 'family': 'Li', 'sequence': 'additional', 'affiliation': []}, {'given': 'Zhenxiang', 'family': 'Xi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Xiyin', 'family': 'Wang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jianquan', 'family': 'Liu', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
77,10.1101/2021.05.02.442349,7,bioRxiv,Neuroscience,False,Differential contributions of ventral striatum subregions to the motivational and hedonic components of the affective processing of the reward,"[{'ORCID': 'http://orcid.org/0000-0001-5929-1007', 'authenticated-orcid': False, 'given': 'Eva R.', 'family': 'Pool', 'sequence': 'first', 'affiliation': []}, {'given': 'David Munoz', 'family': 'Tord', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-9025-4754', 'authenticated-orcid': False, 'given': 'Sylvain', 'family': 'Delplanque', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-8601-6737', 'authenticated-orcid': False, 'given': 'Yoann', 'family': 'Stussi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Donato', 'family': 'Cereghetti', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-8198-9214', 'authenticated-orcid': False, 'given': 'Patrik', 'family': 'Vuilleumier', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-1266-9361', 'authenticated-orcid': False, 'given': 'David', 'family': 'Sander', 'sequence': 'additional', 'affiliation': []}]",2021-05-02
78,10.1101/2021.04.29.441555,7,bioRxiv,Genomics,False,"Genome sequence of Pseudopithomyces chartarum, causal agent of facial eczema (pithomycotoxicosis) in ruminants, and identification of the putative sporidesmin toxin gene cluster","[{'ORCID': 'http://orcid.org/0000-0002-0940-1404', 'authenticated-orcid': False, 'given': 'Jaspreet Singh', 'family': 'Sidhu', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-7198-1446', 'authenticated-orcid': False, 'given': 'Vinod', 'family': 'Suresh', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-4673-0685', 'authenticated-orcid': False, 'given': 'Abdul', 'family': 'Baten', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-3191-3200', 'authenticated-orcid': False, 'given': 'Ann M.', 'family': 'McCartney', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-5083-4773', 'authenticated-orcid': False, 'given': 'Gavin', 'family': 'Lear', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-7455-2340', 'authenticated-orcid': False, 'given': 'Jan M.', 'family': 'Sprosen', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-0359-2297', 'authenticated-orcid': False, 'given': 'Mark H.', 'family': 'Oliver', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-9329-1710', 'authenticated-orcid': False, 'given': 'Natasha T.', 'family': 'Forester', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-8898-8276', 'authenticated-orcid': False, 'given': 'Paul H.', 'family': 'Maclean', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-2101-2452', 'authenticated-orcid': False, 'given': 'Nikola', 'family': 'Palevich', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-3484-8937', 'authenticated-orcid': False, 'given': 'Ruy', 'family': 'Jauregui', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-5190-3283', 'authenticated-orcid': False, 'given': 'Christine R.', 'family': 'Voisey', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
79,10.1101/2021.04.30.442074,6,bioRxiv,Bioinformatics,False,AutoGGN: A Gene Graph Network AutoML Tool for Multi-Omics Research,"[{'given': 'Lei', 'family': 'Zhang', 'sequence': 'first', 'affiliation': []}, {'given': 'Ping', 'family': 'Li', 'sequence': 'additional', 'affiliation': []}, {'given': 'Wen', 'family': 'Shen', 'sequence': 'additional', 'affiliation': []}, {'given': 'Chi', 'family': 'Xu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Denghui', 'family': 'Liu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Wenjun', 'family': 'He', 'sequence': 'additional', 'affiliation': []}, {'given': 'Zhimeng', 'family': 'Xu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Chenyi', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Nan', 'family': 'Qiao', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
80,10.1101/2021.04.30.442089,6,bioRxiv,Neuroscience,False,mir124-dependent tagging of glutamatergic synapses by synaptopodin controls non-uniform and input-specific homeostatic synaptic plasticity,"[{'given': 'Sandra', 'family': 'Dubes', 'sequence': 'first', 'affiliation': []}, {'given': 'Anais', 'family': 'Soula', 'sequence': 'additional', 'affiliation': []}, {'given': 'Sebastien', 'family': 'Benquet', 'sequence': 'additional', 'affiliation': []}, {'given': 'Beatrice', 'family': 'Tessier', 'sequence': 'additional', 'affiliation': []}, {'given': 'Christel', 'family': 'Poujol', 'sequence': 'additional', 'affiliation': []}, {'given': 'Alexandre', 'family': 'Favereaux', 'sequence': 'additional', 'affiliation': []}, {'given': 'Olivier', 'family': 'Thoumine', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-4008-298X', 'authenticated-orcid': False, 'given': 'Mathieu', 'family': 'Letellier', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
81,10.1101/2021.04.29.441875,6,bioRxiv,Systems Biology,False,Modular effects of gene promoters and chromatin environments on noise in gene expression.,"[{'ORCID': 'http://orcid.org/0000-0002-0370-3110', 'authenticated-orcid': False, 'given': 'Siqi', 'family': 'Zhao', 'sequence': 'first', 'affiliation': []}, {'given': 'Zachary', 'family': 'Pincus', 'sequence': 'additional', 'affiliation': []}, {'given': 'Barak A', 'family': 'Cohen', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
82,10.1101/2021.04.29.442061,6,bioRxiv,Molecular Biology,True,Decitabine Reactivation of FoxM1-Dependent Endothelial Regeneration and Vascular Repair for Potential Treatment of Elderly ARDS and COVID-19 Patients,"[{'given': 'Xiaojia', 'family': 'Huang', 'sequence': 'first', 'affiliation': []}, {'given': 'Xianming', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Narsa', 'family': 'Machireddy', 'sequence': 'additional', 'affiliation': []}, {'given': 'Gokhan', 'family': 'Mutlu', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-4597-3095', 'authenticated-orcid': False, 'given': 'Yun', 'family': 'Fang', 'sequence': 'additional', 'affiliation': []}, {'given': 'David', 'family': 'Wu', 'sequence': 'additional', 'affiliation': []}, {'given': 'You-Yang', 'family': 'Zhao', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
83,10.1101/2021.05.05.442845,6,bioRxiv,Plant Biology,False,Mechanistic Insights of High Temperature-Interfered Meiosis in Autotetraploid Arabidopsis thaliana,"[{'given': 'Huiqi', 'family': 'Fu', 'sequence': 'first', 'affiliation': []}, {'given': 'Ke', 'family': 'Yang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Xiaohong', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jiayi', 'family': 'Zhao', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-6524-7264', 'authenticated-orcid': False, 'given': 'Ibrahim Eid', 'family': 'Elesawi', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-7227-2476', 'authenticated-orcid': False, 'given': 'Hong', 'family': 'Liu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jing', 'family': 'Xia', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-3174-1878', 'authenticated-orcid': False, 'given': 'Guanghui', 'family': 'Yu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Chunli', 'family': 'Chen', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-9433-0112', 'authenticated-orcid': False, 'given': 'Chong', 'family': 'Wang', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-8547-0970', 'authenticated-orcid': False, 'given': 'Bing', 'family': 'Liu', 'sequence': 'additional', 'affiliation': []}]",2021-05-06
84,10.1101/2021.05.05.442738,6,bioRxiv,Molecular Biology,False,A spoonful of disorder regulates interactions within Stress Granules and Processing Bodies,"[{'given': 'Andrea', 'family': 'Vandelli', 'sequence': 'first', 'affiliation': []}, {'given': 'Fernando Cid', 'family': 'Samper', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-6567-3474', 'authenticated-orcid': False, 'given': 'Marc', 'family': 'Torrent Burgas', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-0492-5532', 'authenticated-orcid': False, 'given': 'Natalia', 'family': 'Sanchez de Groot', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-7524-6310', 'authenticated-orcid': False, 'given': 'Gian G', 'family': 'Tartaglia', 'sequence': 'additional', 'affiliation': []}]",2021-05-05
85,10.1101/2021.04.30.442226,6,bioRxiv,Microbiology,False,Identification of residues in Lassa virus glycoprotein 1 involved in receptor switch,"[{'given': 'Jiao', 'family': 'Guo', 'sequence': 'first', 'affiliation': []}, {'given': 'Xiaoying', 'family': 'Jia', 'sequence': 'additional', 'affiliation': []}, {'given': 'Yang', 'family': 'Liu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Junyuan', 'family': 'Cao', 'sequence': 'additional', 'affiliation': []}, {'given': 'Gengfu', 'family': 'Xiao', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-8696-9773', 'authenticated-orcid': False, 'given': 'Wei', 'family': 'Wang', 'sequence': 'additional', 'affiliation': []}]",2021-05-01
86,10.1101/2021.05.04.442660,6,bioRxiv,Neuroscience,False,Metamodal Coupling of Vibrotactile and Auditory Speech Processing Systems Through Matched Stimulus Representations,"[{'ORCID': 'http://orcid.org/0000-0002-4164-5812', 'authenticated-orcid': False, 'given': 'Srikanth Reddy', 'family': 'Damera', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-1920-5933', 'authenticated-orcid': False, 'given': 'Patrick', 'family': 'Malone', 'sequence': 'additional', 'affiliation': []}, {'given': 'Benson', 'family': 'Stevens', 'sequence': 'additional', 'affiliation': []}, {'given': 'Richard', 'family': 'Klein', 'sequence': 'additional', 'affiliation': []}, {'given': 'Silvio P.', 'family': 'Eberhardt', 'sequence': 'additional', 'affiliation': []}, {'given': 'Edward T.', 'family': 'Auer', 'sequence': 'additional', 'affiliation': []}, {'given': 'Lynne E.', 'family': 'Bernstein', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-5744-0408', 'authenticated-orcid': False, 'given': 'Maximilian', 'family': 'Riesenhuber', 'sequence': 'additional', 'affiliation': []}]",2021-05-05
87,10.1101/2021.05.04.442592,6,bioRxiv,Plant Biology,False,Comparative meta-proteomic analysis for the identification of novel plasmodesmata proteins and regulatory cues,"[{'given': 'Philip', 'family': 'Kirk', 'sequence': 'first', 'affiliation': []}, {'given': 'Sam', 'family': 'Amsbury', 'sequence': 'additional', 'affiliation': []}, {'given': 'Liam', 'family': 'German', 'sequence': 'additional', 'affiliation': []}, {'given': 'Rocio', 'family': 'Gaudioso-Pedraza', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-9779-0413', 'authenticated-orcid': False, 'given': 'Yoselin', 'family': 'Benitez-Alfonso', 'sequence': 'additional', 'affiliation': []}]",2021-05-04
88,10.1101/2021.05.02.442353,6,bioRxiv,Immunology,False,Fine-tuning of β-catenin in thymic epithelial cells is required for postnatal T cell development,"[{'ORCID': 'http://orcid.org/0000-0002-1822-1296', 'authenticated-orcid': False, 'given': 'Sayumi', 'family': 'Fujimori', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-0017-6957', 'authenticated-orcid': False, 'given': 'Izumi', 'family': 'Ohigashi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Hayato', 'family': 'Abe', 'sequence': 'additional', 'affiliation': []}, {'given': 'Makoto M.', 'family': 'Taketo', 'sequence': 'additional', 'affiliation': []}, {'given': 'Yousuke', 'family': 'Takahama', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-4125-6056', 'authenticated-orcid': False, 'given': 'Shinji', 'family': 'Takada', 'sequence': 'additional', 'affiliation': []}]",2021-05-02
89,10.1101/2021.04.29.21256332,5,medRxiv,Epidemiology,True,System inference via field inversion for the spatio-temporal progression of infectious diseases: Studies of COVID-19 in Michigan and Mexico,"[{'given': 'Z.', 'family': 'Wang', 'sequence': 'first', 'affiliation': []}, {'given': 'M.', 'family': 'Carrasco-Teja', 'sequence': 'additional', 'affiliation': []}, {'given': 'X.', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': []}, {'given': 'G.H.', 'family': 'Teichert', 'sequence': 'additional', 'affiliation': []}, {'given': 'K.', 'family': 'Garikipati', 'sequence': 'additional', 'affiliation': []}]",2021-05-02
90,10.1101/2021.05.05.442855,5,bioRxiv,Systems Biology,False,Precision environmental health monitoring by longitudinal exposome and multi-omics profiling,"[{'ORCID': 'http://orcid.org/0000-0002-4311-584X', 'authenticated-orcid': False, 'given': 'Peng', 'family': 'Gao', 'sequence': 'first', 'affiliation': []}, {'given': 'Xiaotao', 'family': 'Shen', 'sequence': 'additional', 'affiliation': []}, {'given': 'Xinyue', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Chao', 'family': 'Jiang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Sai', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Xin', 'family': 'Zhou', 'sequence': 'additional', 'affiliation': []}, {'given': 'Sophia Miryam Schussler-Fiorenza', 'family': 'Rose', 'sequence': 'additional', 'affiliation': []}, {'given': 'Michael', 'family': 'Snyder', 'sequence': 'additional', 'affiliation': []}]",2021-05-06
91,10.1101/2021.04.29.21256186,5,medRxiv,Infectious Diseases (except HIV/AIDS),True,COVID-19 Vaccine Acceptance Among Healthcare Workers in a United States Medical Center,"[{'ORCID': 'http://orcid.org/0000-0002-8414-4268', 'authenticated-orcid': False, 'given': 'Michelle H.', 'family': 'Moniz', 'sequence': 'first', 'affiliation': []}, {'given': 'Courtney', 'family': 'Townsel', 'sequence': 'additional', 'affiliation': []}, {'given': 'Abram L.', 'family': 'Wagner', 'sequence': 'additional', 'affiliation': []}, {'given': 'Brian J.', 'family': 'Zikmund-Fisher', 'sequence': 'additional', 'affiliation': []}, {'given': 'Sarah', 'family': 'Hawley', 'sequence': 'additional', 'affiliation': []}, {'given': 'Charley', 'family': 'Jiang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Molly J.', 'family': 'Stout', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
92,10.1101/2021.05.01.442275,5,bioRxiv,Molecular Biology,False,Modeling in yeast how rDNA introns slow growth and increase desiccation tolerance in lichens,"[{'given': 'Daniele', 'family': 'Armaleo', 'sequence': 'first', 'affiliation': []}, {'given': 'Lilly', 'family': 'Chiou', 'sequence': 'additional', 'affiliation': []}]",2021-05-02
93,10.1101/2021.04.29.21256279,5,medRxiv,Epidemiology,False,Liver-specific polygenic risk score is more strongly associated than genome-wide score with Alzheimer’s disease diagnosis in a case-control analysis,"[{'ORCID': 'http://orcid.org/0000-0001-5480-4803', 'authenticated-orcid': False, 'given': 'Daniel J.', 'family': 'Panyard', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-7512-5703', 'authenticated-orcid': False, 'given': 'Yuetiva K.', 'family': 'Deming', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-6205-4632', 'authenticated-orcid': False, 'given': 'Burcu F.', 'family': 'Darst', 'sequence': 'additional', 'affiliation': []}, {'given': 'Carol A.', 'family': 'Van Hulle', 'sequence': 'additional', 'affiliation': []}, {'given': 'Kaj', 'family': 'Blennow', 'sequence': 'additional', 'affiliation': []}, {'given': 'Gwendlyn', 'family': 'Kollmorgen', 'sequence': 'additional', 'affiliation': []}, {'given': 'Ivonne', 'family': 'Suridjan', 'sequence': 'additional', 'affiliation': []}, {'given': 'Cynthia M.', 'family': 'Carlsson', 'sequence': 'additional', 'affiliation': []}, {'given': 'Sterling C.', 'family': 'Johnson', 'sequence': 'additional', 'affiliation': []}, {'given': 'Sanjay', 'family': 'Asthana', 'sequence': 'additional', 'affiliation': []}, {'given': 'Corinne D.', 'family': 'Engelman', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-4514-0969', 'authenticated-orcid': False, 'given': 'Qiongshi', 'family': 'Lu', 'sequence': 'additional', 'affiliation': []}]",2021-05-02
